Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
492_S40_L002_R1_001	492_S40_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	7972788.0	0.0	100.0	33.0	46.11800217515364	100.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
506_S47_L002_R1_001	506_S47_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5879831.0	0.0	100.0	32.0	39.14885970049577	100.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
513_S56_L002_R1_001	513_S56_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	6387260.0	0.0	100.0	35.0	58.39645814607712	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
521_S65_L002_R1_001	521_S65_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	11767309.0	0.0	100.0	35.0	26.703049248393075	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
522_S1_L002_R1_001	522_S1_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5875819.0	0.0	100.0	34.0	43.976460354513854	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
523_S4_L002_R1_001	523_S4_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	7083612.0	0.0	100.0	35.0	41.435873116225075	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
524_S11_L002_R1_001	524_S11_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	6169181.0	0.0	100.0	34.0	50.49589435772431	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
525_S18_L002_R1_001	525_S18_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5450396.0	0.0	100.0	37.0	63.306763824970616	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
526_S15_L002_R1_001	526_S15_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5331939.0	0.0	100.0	36.0	58.75342659244333	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
527_S39_L002_R1_001	527_S39_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	8035172.0	0.0	100.0	35.0	48.97046341436342	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
528_S27_L002_R1_001	528_S27_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	8784739.0	0.0	100.0	34.0	54.571664626487134	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
529_S53_L002_R1_001	529_S53_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	6972407.0	0.0	100.0	32.0	41.4660283837638	100.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
531_S44_L002_R1_001	531_S44_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5086934.0	0.0	100.0	37.0	60.12367523264466	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
532_S33_L002_R1_001	532_S33_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5128341.0	0.0	100.0	34.0	51.71424584448037	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
533_S61_L002_R1_001	533_S61_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5373610.0	0.0	100.0	36.0	50.031623876008936	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	warn
541_S41_L002_R1_001	541_S41_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	7189810.0	0.0	100.0	35.0	44.67292318993494	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
542_S3_L002_R1_001	542_S3_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	6287099.0	0.0	100.0	34.0	35.00904299226944	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
543_S29_L002_R1_001	543_S29_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	4026626.0	0.0	100.0	34.0	60.46197713642753	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
551_S24_L002_R1_001	551_S24_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	7632419.0	0.0	100.0	34.0	52.38693146435238	100.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
552b_S54_L002_R1_001	552b_S54_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	4369784.0	0.0	100.0	35.0	50.48334007748608	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
553_S23_L002_R1_001	553_S23_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	4933901.0	0.0	100.0	36.0	62.750892255417355	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
554_S13_L002_R1_001	554_S13_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	8147322.0	0.0	100.0	37.0	58.54575175783976	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
561_S69_L002_R1_001	561_S69_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	6408963.0	0.0	100.0	34.0	14.096348350023824	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
562_S77_L002_R1_001	562_S77_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	16068123.0	0.0	100.0	39.0	25.33381701717025	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
563_S59_L002_R1_001	563_S59_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	8332688.0	0.0	100.0	34.0	34.55453745933261	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
564_S32_L002_R1_001	564_S32_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	4557229.0	0.0	100.0	36.0	59.849338906869356	100.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
565_S67_L002_R1_001	565_S67_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	5638974.0	0.0	100.0	40.0	25.319778835685113	100.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
571_S76_L002_R1_001	571_S76_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	1401824.0	0.0	100.0	36.0	20.85755077488066	100.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
Undetermined_S0_L001_R1_001	Undetermined_S0_L001_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	11043082.0	0.0	100.0	37.0	43.72986395799583	100.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	pass	warn
Undetermined_S0_L002_R1_001	Undetermined_S0_L002_R1_001.fastq	Conventional base calls	Sanger / Illumina 1.9	13639330.0	0.0	100.0	39.0	29.61448676522882	100.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	pass	warn
